uid	en	n_keys	pkgs	cls	flags
u00334	Games Played (Zombie)	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00335	Gate Control	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00336	Gate Control:	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00337	"Gathers vespene gas automatically.<n/>Limit of 1.<n/><c val=""00AA00"">Tip: It has commands to mine at other safer locations when threatened.</c><n/><s val=""IdleButtonCharge""><c val=""FF8000"">""It's basically an RC car with some mining gear attached.""<n/>                     --Dr. Andrew O'Neil</c></s>"	3	SemiceMod	tip	
u00338	"General-purpose infantry.<n/><n/><c val=""#ColorAttackInfo"">Can attack ground and air units.</c>"	3	SemiceMod	tip	
u00339	Ghost Mercenary	3	SemiceMod	name	
u00340	"Gives <d ref=""Behavior,SuitDummyTextReference,Modification.ResourceHarvestTimeBonus[Terrazine]"" precision=""1""/>% resistance to acid-based attacks and cold damage, <d ref=""Behavior,SuitDummyTextReference,Modification.ResourceHarvestTimeBonus[Vespene]"" precision=""1""/>% resistance to virulent creep, and slowing from extreme cold, adhesive acid, and impaling, as well as <d ref=""Behavior,SuitDummyTextReference,Modification.ResourceHarvestTimeBonus[Minerals]"" precision=""1""/>% resistance to parasites.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""This thing is airtight! Which was a problem before we thought to install an air supply...""<n/>                 --Dr Andrew O'Neil</c></s>"	3	SemiceMod	tip	
u00341	Greater concentration of a specialized zombie strain detected.	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00342	Grenades	3	SemiceMod	name	
u00343	HERC Mercenary	3	SemiceMod	name	
u00344	Hangar door destroyed	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00345	Hangars	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00346	Hardened Shell	3	SemiceMod	name	
u00347	Harvest Excavation Zone	3	SemiceMod	name	
u00348	"Has devastating melee attacks and a hardy, regenerating carapace. Can evolve into an Abomination.<n/><c val=""FFFF00"">Note: uses 16 supply, zombies will automatically be suicided if supply is not available</c>"	3	FULLMap|MapMod|SemiceMod	tip	
u00349	Hazmat Suit Equipped	3	SemiceMod	name	
u00350	"Heal nearby units and structures, including gates.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Sometimes the nanobots think they're fixing a robot when it's really a human. That's when things get interesting!""<n/>                     --Dr. Andrew O'Neil</c></s>"	3	SemiceMod	tip	
u00351	"Heals nearby units and structures.<n/>Limit of 8.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Sometimes the drone thinks that it's fixing a robot when it's really a human. That's when things get interesting!""<n/>                     --Dr. Andrew O'Neil</c></s>"	3	SemiceMod	tip	
u00352	Hellfire Rocket Launcher Long Range	3	SemiceMod	name	
u00353	Hide	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00354	Hide Menu	3	SemiceMod	trigger-text	
u00355	Hive Mind	3	SemiceMod	name	
u00356	Hostile Environment Suit	3	SemiceMod	name	
u00357	Humans	3	FULLMap|MapMod|SemiceMod	unknown	
u00358	Hunterling	3	SemiceMod	name	
u00359	Idle Zombies	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00360	"Increases target unit's life regeneration by <d ref=""Behavior,MedkitHeal,Modification.VitalRegenArray[Life]""/> for <d ref=""Behavior,MedkitHeal,Duration""/> seconds. The effect is removed if the unit is attacked. A medkit is automatically applied when rescuing a marine from a cocoon.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""It's just some bandaids and a bottle of rum...""<n/>                     --Medic Miranda Johnson, upon receiving designated medical kit</c></s>"	3	SemiceMod	tip	
u00361	Infest room near hangar	3	SemiceMod	tip	
u00362	Infested Claws (Damage)	3	SemiceMod	name	
u00363	"Infiltration unit. Can use Ultrasonic Pulse and Cloak. Can also call down Tactical Nukes built at the Ghost Academy.<n/><n/><c val=""#ColorAttackInfo"">Can attack ground and air units.</c>"	3	SemiceMod	tip	
u00364	Instead of being killed, the zombies capture all players and encase them in cocoons. A trapped player becomes part of the hive mind and can track zombie movement to alert their teammates of potential ambushes. To be freed, any player must 'interact' with the cocoon by using the interact ability when in close proximity.	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00365	Isolation Parasite	3	SemiceMod	name	
u00366	Isolation Parasite AB	3	SemiceMod	name	
u00367	It has been detected that you quit the last game. You are not allowed to opt-in until you complete a full match as a human player.	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00368	Kaboomer	3	SemiceMod	name	
u00369	Kick	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00370	Limit 3	3	SemiceMod	tip	
u00371	Limit 4	3	FULLMap|MapMod|SemiceMod	tip	
u00372	Limit of one disrupter per room.	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00373	Loading Fuel...	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00374	Lurking Parasite	3	SemiceMod	name	
u00375	Massive Cocoon	3	SemiceMod	name	
u00376	Medics	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00377	Must be off creep	3	SemiceMod	tip	
u00378	Must build in a room.	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00379	Must target gate.	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00380	Nano Shield	3	SemiceMod	name	
u00381	No players opted in. Randomly selecting from all players...	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00382	NovaAcidPuddleSearchImpactSwitch	3	SemiceMod	name	
u00383	"Nuclear-level explosive that takes <d ref=""Abil,Arm,PrepTime[0]""/> seconds to arm and cloak.<n/><c val=""EEEE00"">Note: The detonation will stun any friendly units that are too close.</c><n/><s val=""IdleButtonCharge""><c val=""FF8000"">""An off switch? Don't be ridiculous!""<n/>                 --Engineer Philips</c></s>"	3	SemiceMod	tip	
u00384	On Fire	3	SemiceMod	name	
u00385	Ops Shotgun	3	SemiceMod	name	
u00386	Overload	3	SemiceMod	name	
u00387	Overload Weapon	3	SemiceMod	name	
u00388	Oversight	3	SemiceMod	name	
u00389	PING COMMANDS	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00390	Phasesaber Equipped	3	SemiceMod	name	
u00391	Pinging human transponder locations...	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00392	Pinging locations of all players...	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00393	Plasma Rifle (Damage)	3	FULLMap|MapMod|SemiceMod	name	
u00394	Players	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00395	Power Generator:	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00396	Psi Depressor	3	SemiceMod	name	
u00397	Psi Disrupter activated. Commando team warping in to lock down area.	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00398	Purchase Medium Infantry	3	SemiceMod	name	
u00399	Queen	3	SemiceMod	name	
u00400	"Range and vision increase while not moving.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Oh baby a triple!""<n/>                     --Pvt. Jerry</c></s>"	3	SemiceMod	tip	
u00401	Ranks (Zombie)	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00402	Recovering Alpha Zombie biomass of 	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00403	Recovery is slower from cocoons	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00404	Refinery	3	SemiceMod	name	
u00405	Regenerates life and energy faster on creep.	3	FULLMap|MapMod|SemiceMod	tip	
u00406	Releases a lemon-based gas, harmful to zombies but perfectly safe to humans.	3	SemiceMod	tip	
u00407	Rescues	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00408	Rocket Launcher Locked On Caster	3	SemiceMod	name	
u00409	Rocket Launcher Locking On Caster	3	SemiceMod	name	
u00410	Rocket Launcher Long Range Missile	3	SemiceMod	name	
u00411	Saboteur	3	SemiceMod	name	
u00412	Science Labs	3	SemiceMod	trigger-text	
u00413	Security Mainframe re-infested. Unable to warp-in reinforcements.	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00414	Security Mainframe uninfested. Commando teams may now be redeployed. Security alerts re-enabled.	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00415	Self Repair	3	SemiceMod	name	
u00416	Several specimens have escaped into the sub-level. They will prowl the sub-level hunting for food. They cannot be killed, only outrun. The zombie can also purchase additional research to release a highly dangerous group of zombies from the containment cage.	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00417	Shield Suit Equipped	3	SemiceMod	name	
u00418	Shotgun	3	SemiceMod	name	
u00419	Show	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00420	"Shows all units in a large area.<n/>Limit of 8.<n/><c val=""EEEE00"">Note: It is disabled when on creep.<n/>Note: Radar area is visible to the zombie player.</c><n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Oh God! They're about to reach us!""<n/>                 --Foreman Kim, mistaking local wildlife for zombie horde. Died of shock.</c></s>"	3	SemiceMod	tip	
u00421	Shut Down Power	3	SemiceMod	name	
u00422	Shut Gate	3	SemiceMod	name	
u00423	Siege	3	FULLMap|MapMod|SemiceMod	name	
u00424	Siege Tank	3	SemiceMod	name	
u00425	Siphon Fuel	3	SemiceMod	name	
u00426	"Slows zombies in an area. Less effective against Alpha Zombies.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""It'll blind whatever senses those things have left!""<n/>                 --Cpt. Parker</c></s>"	3	SemiceMod	tip	
u00427	Spawn Drop Pod	3	SemiceMod	name	
u00428	Spawn Geneweaver	3	SemiceMod	name	
u00429	Spawn Hunter	3	SemiceMod	name	
u00430	Spawn Legion Zombie	3	SemiceMod	name	
u00431	Spawn Oculus	3	SemiceMod	name	
u00432	Spawn Zombies	3	SemiceMod	name	
u00433	"Summons reinforcements and uninfests the current room after charging up for <d ref=""Abil,Charging,PrepTime[0]""/> seconds. Can be upgraded.<n/>Limit of 4.<n/><c val=""EEEE00"">Note: No reinforcements will be summoned if Security Mainframe is infested.</c><n/><c val=""00AA00"">Tip: Protect these with turrets and/or repair drones.</c><n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Some of my best work. This uses high frequency auditory waves to disrupt the psionic connections that maintain the infestation. Oh, it may also cause permanent deafness if you stand too close.""<n/>""What did you say!? I can't hear you!""<n/>""Nevermind.""<n/> --Dr. Andrew O'Neil, testing Psi Disrupter with lab technician</c></s>"	3	SemiceMod	tip	
u00434	Teleporter Malfunction!	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00435	Terran Infantry Armor Level 4	3	SemiceMod	name	
u00436	Terran Infantry Armor Vanadium Plating Level 4	3	SemiceMod	name	
u00437	Terran Infantry Weapons Level 4	3	SemiceMod	name	
u00438	Terran Infantry Weapons Ultra-Capacitors Level 4	3	SemiceMod	name	
u00439	The Fuel Distribution Center has been disabled. The fueling timer has been increased and diverting fuel is now less effective. The zombie can also purchase additional research to further delay the fueling timer.	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00440	The Nydus Worm cannot burrow past the hangar fuel lines...	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00441	The Primary Power Generator has been disabled. The power will periodically go out, reducing visibility and draining energy from mechanical units. The zombie can also purchase additional research to manually shut off the power.	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00442	The Security Mainframe has been infested. The humans will no longer receive security alerts. Additionally psi disruptors will no longer warp in reinforcements. The zombie can also purchase additional research to view human chat.	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00443	The door is unresponsive.	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00444	The game has ended!	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00445	This Train could have the mysterious cargo you've been searching for. Destroy it before it can escape.	3	SemiceMod	tip	
u00446	To kick 	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00447	Track Humans	3	SemiceMod	name	
u00448	Underseer	3	SemiceMod	name	
u00449	Unsiege	3	FULLMap|MapMod|SemiceMod	name	
u00450	Use Mining Shaft	3	SemiceMod	name	
u00451	Virophage spawned. Door will be destroyed in	3	SemiceMod	trigger-text	
u00452	"Virulent creep is poisoning this unit, causing attack speed to be reduced by <d ref=""(1-Behavior,VirulentCreep2,Modification.AttackSpeedMultiplier)*100"" precision=""1""/>% and movement speed to be reduced by <d ref=""(1-Behavior,VirulentCreep2,Modification.MoveSpeedMultiplier)*100"" precision=""1""/>%."	3	SemiceMod	tip	
u00453	WARNING: A hangar door has been destroyed	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00454	WARNING: Class 1 Infestation confirmed. Activating security mechs and starting evacuation procedure.	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00455	WARNING: Class 4 Infestation confirmed. 50% of security forces neutralized, evacuate immediately.	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00456	WARNING: Class 5 Infestation confirmed. 70% of security forces neutralized, all security measures failing.	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00457	WARNING: Class 6 Infestation confirmed. Over 90% of security forces neutralized, hostile presence unstoppable. Opening All hangars, escape to the hangars immediately!	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00458	Warp In Medium Infantry 1	3	SemiceMod	name	
u00459	Warp In Medium Infantry 2	3	SemiceMod	name	
u00460	Warp In Medium Infantry 3	3	SemiceMod	name	
u00461	Warp in Medium Infantry	3	SemiceMod	name	
u00462	Weld	3	SemiceMod	name	
u00463	Wins (Human)	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00464	Wins (Zombie)	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00465	You are able to research an Ultimate Infestation at the Hive Mind.	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00466	You can't feel your fingers...	3	SemiceMod	tip	
u00467	You cannot upgrade a unit that you did not build	3	SemiceMod	trigger-text	
u00468	You must wait for another player to free you, or escape yourself (ability on cocoon)	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00469	Zerg infestation that disables Protoss technology.	3	SemiceMod	tip	
u00470	Zombie strains may appear over the course of the infestation. Currently four strains have been identified:<n/>Frenzied Zombie: has specialized claws that deal bonus damage to machines and structures<n/>Armoured Zombie: Infested marines that have additional life<n/>Fast Zombie: A faster variant of the zombie, which charges on four legs<n/>Volatile Zombie: explodes on death damaging anyone nearby	3	FULLMap|MapMod|SemiceMod	trigger-text	
u00471	super stimpack not active	3	SemiceMod	tip	
u00472	 :	2	SemiceMod	trigger-text	no-letters,punct-only
u00473	 Doors are unresponsive, and will randomly open and close. Door integrity at 50%.	2	SemiceMod	trigger-text	
u00474	 Facility lights disabled. Turrets, security bots and bio-mechanical repair drones losing energy. Activating secondary generators in	2	FULLMap|MapMod	trigger-text	
u00475	 Facility lights disabled. Turrets, security bots and bio-mechanical repair drones losing energy. Secondary generators recharged in 	2	FULLMap|MapMod	trigger-text	
u00476	 Fueling	2	FULLMap|MapMod	trigger-text	
u00477	 Monsters have been released into the sub-level.	2	SemiceMod	trigger-text	
u00478	 Turrets, security bots and bio-mechanical repair drones losing energy. Secondary generators recharged in 	2	FULLMap|MapMod	trigger-text	
u00479	 escaped	2	FULLMap|MapMod	trigger-text	
u00480	 for destroying dropship.	2	FULLMap|MapMod	trigger-text	
u00481	 for infesting room.	2	FULLMap|MapMod	trigger-text	
u00482	 games as human	2	FULLMap|MapMod	trigger-text	
u00483	 gates...	2	FULLMap|MapMod	trigger-text	
u00484	 has destroyed the Extractor in the Spec Ops Labs!	2	FULLMap|MapMod	trigger-text	
u00485	 has opted in.	2	FULLMap|MapMod	trigger-text	
u00486	 has slain a Parasitic Host!	2	SemiceMod	trigger-text	
u00487	 has started a surrender vote	2	FULLMap|MapMod	trigger-text	
u00488	 has voted not to surrender	2	FULLMap|MapMod	trigger-text	
u00489	 has voted to surrender	2	FULLMap|MapMod	trigger-text	
u00490	 humans were able to escape!	2	FULLMap|MapMod	trigger-text	
u00491	 in the chat	2	FULLMap|MapMod	trigger-text	
u00492	 is controlling the hoarde.	2	FULLMap|MapMod	trigger-text	
u00493	 left behind	2	FULLMap|MapMod	trigger-text	
u00494	 this game:	2	FULLMap|MapMod	trigger-text	
u00495	 vespene from 	2	FULLMap|MapMod	trigger-text	
u00496	 vespene from lesser nydus...	2	FULLMap|MapMod	trigger-text	
u00497	 zombie life form detected!	2	FULLMap|MapMod	trigger-text	
u00498	, type -kick 	2	FULLMap|MapMod	trigger-text	
u00499	- Added a new sub level region	2	SemiceMod	unknown	
u00500	- Adjustments on cliffs in the middle of the map	2	FULLMap|MapMod	unknown	
u00501	- Cracks HDR toned down to 1.0	2	FULLMap|MapMod	unknown	
u00502	- Minor pathing fixes	2	SemiceMod	unknown	
u00503	- Minor pathing improvements	2	SemiceMod	unknown	
u00504	- Performance improvements	2	SemiceMod	unknown	
u00505	- Reaper cliffs update - original shape maintained, but no longer possible to siege a tank on it	2	FULLMap|MapMod	unknown	
u00506	- You can no longer see through doors by hugging them	2	SemiceMod	unknown	
u00507	...	2	FULLMap|MapMod	trigger-text	no-letters,punct-only
u00508	100% refund	2	FULLMap|MapMod	trigger-text	
u00509	4:3 Aspect Ratio	2	FULLMap|MapMod	trigger-text	
u00510	50% refund	2	FULLMap|MapMod	trigger-text	
u00511	7	2	FULLMap|MapMod	unknown	no-letters
u00512	: Missing Point 	2	FULLMap|MapMod	trigger-text	
u00513	"<c val=""FF0000"">(LOW ENERGY)</c><n/><n/>Creates flying stablings at a reduced rate.<n/><n/><c val=""FFFF00"">Stablings slow the attack and movement speed of their targets while simultaneously leeching life off of them.</c>"	2	FULLMap|MapMod	tip	
u00514	"<c val=""FF0000"">Slows down attack and movement speed of hit targets by 25%</c>"	2	FULLMap|MapMod	tip	
u00515	<n/>	2	SemiceMod	tip	markup-only
u00516	"<s val=""AlertItem"">Alternatively, you can also directly step on the Vespene Mine to manually harvest gas yourself. <c val=""FF0000"">Only do this if you do not have a <c val=""00FF40"">Mining Droid</c> in circulation already as it is incredibly time-consuming.</c></s>"	2	FULLMap|MapMod	trigger-text	
u00517	"<s val=""AlertItem"">Buy better weapons at the weapons locker</s>"	2	FULLMap|MapMod	trigger-text	
u00518	"<s val=""AlertItem"">Close doors by left-clicking on the control terminal.<n/>(or by pressing F)</s>"	2	FULLMap|MapMod	trigger-text	
u00519	"<s val=""AlertItem"">Retreat to safer ground!!"	2	FULLMap|MapMod	trigger-text	
u00520	"<s val=""AlertItem"">The <c val=""00FF40"">Mining Droid</c> will automately move to a Vespene Refinery afterwards, at which point you will receive 100 Vespene Gas (top-right).<s>"	2	FULLMap|MapMod	trigger-text	
