uid	en	zh	status	model	flags
u00313	Cloaking Device Malfunction! Cloak Disabled.	隐形装置故障！隐形已禁用。	ok	deepseek-flash	
u00314	Cloaking Device Malfunction! Weapon Cloaked.	隐形装置故障！武器已隐形。	ok	deepseek-flash	
u00315	Cold	寒冷	ok	deepseek-flash	
u00420	Players	玩家	ok	deepseek-flash	
u00421	Power Generator:	发电机：	ok	deepseek-flash	
u00422	Psi Depressor	幽能压制器	ok	deepseek-flash	
u00423	Psi Disrupter activated. Commando team warping in to lock down area.	幽能干扰器已激活。突击队正在折跃进入以封锁区域。	ok	deepseek-flash	
u00424	Purchase Medium Infantry	购买中型步兵	ok	deepseek-flash	
u00425	Quantum Backpack	量子背包	ok	deepseek-flash	
u00426	Queen Cocoon	女王茧	ok	deepseek-flash	
u00427	"Range and vision increase while not moving.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Oh baby a triple!""<n/>                     --Pvt. Jerry</c></s>"	"静止不动时射程与视野提升。<n/><s val=""IdleButtonCharge""><c val=""FF8000"">“哦宝贝，三杀！”<n/>                     ——杰瑞列兵</c></s>"	ok	deepseek-flash	
u00428	Ranks (Zombie)	军衔（僵尸）	ok	deepseek-flash	
u00429	Raven Copy	渡鸦复制体	ok	deepseek-flash	
u00430	Reaper Commando	死神突击队	ok	deepseek-flash	
u00431	Recovering Alpha Zombie biomass of 	正在回收阿尔法僵尸生物质 	ok	deepseek-flash	
u00432	Recovery is slower from cocoons	从虫茧中回收更慢	ok	deepseek-flash	
u00433	Refinery	精炼厂	ok	deepseek-flash	
u00434	Regenerates life and energy faster on creep.	在菌毯上更快恢复生命值和能量。	ok	deepseek-flash	
u00435	Releases a lemon-based gas, harmful to zombies but perfectly safe to humans.	释放一种基于柠檬的气体，对僵尸有害，但对人类完全无害。	ok	deepseek-flash	
u00436	Rescues	救援次数	ok	deepseek-flash	
u00437	Rocket Launcher Locked On Caster	火箭发射器已锁定施放者	ok	deepseek-flash	
u00438	Rocket Launcher Locking On Caster	火箭发射器正在锁定施放者	ok	deepseek-flash	
u00439	Rocket Launcher Long Range Missile	火箭发射器远程导弹	ok	deepseek-flash	
u00440	Rocket Launcher Short Range Missile - Advanced Rocket Thrusters	火箭发射器短程导弹 - 高级火箭推进器	ok	deepseek-flash	
u00441	Saboteur	破坏者	ok	deepseek-flash	
u00442	Science Labs	科学实验室	ok	deepseek-flash	
u00443	Security Mainframe re-infested. Unable to warp-in reinforcements.	安全主控再次被感染。无法折跃增援。	ok	deepseek-flash	
u00444	Security Mainframe uninfested. Commando teams may now be redeployed. Security alerts re-enabled.	安全主控已清除感染。突击队现在可以重新部署。安全警报已重新启用。	ok	deepseek-flash	
u00445	Self Repair	自我修复	ok	deepseek-flash	
u00446	Several specimens have escaped into the sub-level. They will prowl the sub-level hunting for food. They cannot be killed, only outrun. The zombie can also purchase additional research to release a highly dangerous group of zombies from the containment cage.	若干标本已逃入地下层。它们会在下层游荡觅食。它们无法被杀死，只能被甩开。僵尸也可以购买额外研究，从收容笼中释放一群高度危险的僵尸。	ok	deepseek-flash	
u00447	Shield Suit Equipped	护盾装甲已装备	ok	deepseek-flash	
u00448	Show	显示	ok	deepseek-flash	
u00171	BroodlingImpactTint (Unnamed)	巢虫冲击色调（未命名）	ok	deepseek-flash	
u00172	Concussed	脑震荡	ok	deepseek-flash	
u00173	Containment Facilities: 	收容设施：	ok	deepseek-flash	
u00174	Containment Facility	收容设施	ok	deepseek-flash	
u00175	Cosmetics	外观	ok	deepseek-flash	
u00176	Create Real Ping (Tutorial)	创建真实标记（教程）	ok	deepseek-flash	
u00177	Creep Tumor Copy	菌毯肿瘤副本	ok	deepseek-flash	
u00178	Debilitating Acid	弱化酸液	ok	deepseek-flash	
u00179	Devastator	毁灭者	ok	deepseek-flash	
u00180	Devourer	吞噬者	ok	deepseek-flash	
u00181	Door Control Failure	门控制故障	ok	deepseek-flash	
u00182	Doors are unresponsive. Door integrity at 50%.	门无响应。门完整度 50%。	ok	deepseek-flash	
u00183	Dreamcatcher	捕梦者	ok	deepseek-flash	
u00184	Enabled	已启用	ok	deepseek-flash	
u00185	Extractors can be destroyed instantly using Psi Disrupters or Mining Charges	使用幽能干扰器或采矿炸药可立即摧毁萃取机	ok	deepseek-flash	
u00186	Freezing	冻结	ok	deepseek-flash	
u00187	Frost Queen	冰霜女王	ok	deepseek-flash	
u00188	Fuel Deposited	燃料已存入	ok	deepseek-flash	
u00189	Gate Control System: 	闸门控制系统：	ok	deepseek-flash	
u00190	HERC Mercenary	赫克雇佣兵	ok	deepseek-flash	
u00191	Help	帮助	ok	deepseek-flash	
u00192	Homeostasis	稳态	ok	deepseek-flash	
u00193	Human rank of 	人类军衔：	ok	deepseek-flash	
u00194	If you lose this match, it will not count towards your games played as a zombie player.	如果你输掉这场对战，它不会计入你作为僵尸玩家的对战场次。	ok	deepseek-flash	
u00195	Infest room near refinery	感染精炼厂附近的房间	ok	deepseek-flash	
u00196	Infestation has overridden all security gate controls. 	感染已覆盖所有安全闸门控制。 	ok	deepseek-flash	
u00197	Infested	被感染	ok	deepseek-flash	
u00198	Is Healing	正在治疗	ok	deepseek-flash	
u00199	Limit 6	上限 6	ok	deepseek-flash	
u00200	Limit of 1	上限为 1	ok	deepseek-flash	
u00201	Lurking Parasite	潜伏寄生虫	ok	deepseek-flash	
u00202	Malfunction	故障	ok	deepseek-flash	
u00203	Marine Commando	陆战队员突击队	ok	deepseek-flash	
u00204	Match is almost over: if you play this match to conclusion, you will also get a victory as a human, regardless if humans win.	对战即将结束：如果你将这场对战进行到底，无论人类是否获胜，你也会获得一场人类胜利。	ok	deepseek-flash	
u00205	Medic Shield Equipped	医疗兵护盾已装备	ok	deepseek-flash	
u00367	"Heal nearby units and structures, including gates.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Sometimes the nanobots think they're fixing a robot when it's really a human. That's when things get interesting!""<n/>                     --Dr. Andrew O'Neil</c></s>"	"治疗附近的单位与建筑，包括闸门。<n/><s val=""IdleButtonCharge""><c val=""FF8000"">“有时候纳米机器人以为自己在修机器人，其实那是个人类。这时候事情就有意思了！”<n/>                     --安德鲁·奥尼尔博士</c></s>"	ok	deepseek-flash	
u00368	"Heals nearby units and structures.<n/>Limit of 8.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Sometimes the drone thinks that it's fixing a robot when it's really a human. That's when things get interesting!""<n/>                     --Dr. Andrew O'Neil</c></s>"	"治疗附近的单位与建筑。<n/>上限 8。<n/><s val=""IdleButtonCharge""><c val=""FF8000"">“有时候无人机以为自己在修机器人，其实那是个人类。这时候事情就有意思了！”<n/>                     --安德鲁·奥尼尔博士</c></s>"	ok	deepseek-flash	
u00369	Hellfire Rocket Launcher Long Range	地狱火火箭发射器 远程	ok	deepseek-flash	
u00370	Hide	隐藏	ok	deepseek-flash	
u00371	Hide Menu	隐藏菜单	ok	deepseek-flash	
u00372	Hive Mind	虫巢意志	ok	deepseek-flash	
u00373	Hostile Environment Suit	恶劣环境防护服	ok	deepseek-flash	
u00374	Humans	人类	ok	deepseek-flash	
u00375	Hunter	猎手	ok	deepseek-flash	
u00376	Hunterling	小猎手	ok	deepseek-flash	
u00377	Idle Zombies	待机僵尸	ok	deepseek-flash	
u00378	"Increases target unit's life regeneration by <d ref=""Behavior,MedkitHeal,Modification.VitalRegenArray[Life]""/> for <d ref=""Behavior,MedkitHeal,Duration""/> seconds. The effect is removed if the unit is attacked. A medkit is automatically applied when rescuing a marine from a cocoon.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""It's just some bandaids and a bottle of rum...""<n/>                     --Medic Miranda Johnson, upon receiving designated medical kit</c></s>"	"使目标单位的生命恢复提高 <d ref=""Behavior,MedkitHeal,Modification.VitalRegenArray[Life]""/>，持续 <d ref=""Behavior,MedkitHeal,Duration""/> 秒。单位受到攻击时效果会消失。从虫茧中救出陆战队员时会自动使用医疗包。<n/><s val=""IdleButtonCharge""><c val=""FF8000"">“就是些创可贴和一瓶朗姆酒……”<n/>                     --医疗兵米兰达·约翰逊，在收到指定医疗包时</c></s>"	ok	deepseek-flash	
u00379	Infest room near hangar	感染机库附近的房间	ok	deepseek-flash	
u00380	Infested Claws (Damage)	被感染利爪（伤害）	ok	deepseek-flash	
u00381	"Infiltration unit. Can use Ultrasonic Pulse and Cloak. Can also call down Tactical Nukes built at the Ghost Academy.<n/><n/><c val=""#ColorAttackInfo"">Can attack ground and air units.</c>"	"渗透单位。可使用超声波脉冲和隐形。还可呼叫在幽灵军校建造的战术核弹。<n/><n/><c val=""#ColorAttackInfo"">可攻击地面和空中单位。</c>"	ok	deepseek-flash	
u00382	Instead of being killed, the zombies capture all players and encase them in cocoons. A trapped player becomes part of the hive mind and can track zombie movement to alert their teammates of potential ambushes. To be freed, any player must 'interact' with the cocoon by using the interact ability when in close proximity.	僵尸不会杀死玩家，而是俘获所有玩家并将他们包进虫茧。被困玩家会成为虫巢意志的一部分，能够追踪僵尸的移动，向队友预警潜在的伏击。要获得自由，任意玩家必须在靠近虫茧时使用互动技能与虫茧“互动”。	ok	deepseek-flash	
u00383	Isolation Parasite	隔离寄生虫	ok	deepseek-flash	
u00384	Isolation Parasite AB	隔离寄生虫 AB	ok	deepseek-flash	
u00345	Exit Dropship	离开运输船	ok	deepseek-flash	
u00346	Firebat Pet	火焰兵宠物	ok	deepseek-flash	
u00347	Fuel Distribution Center	燃料分配中心	ok	deepseek-flash	
u00348	Fuel Distribution:	燃料分配：	ok	deepseek-flash	
u00349	Fuel Loaded	燃料已装载	ok	deepseek-flash	
u00350	Fueling process has been delayed by 	燃料加注过程已被延迟 	ok	deepseek-flash	
u00351	Games Played (Zombie)	对战场次（僵尸）	ok	deepseek-flash	
u00352	Gate Control	闸门控制	ok	deepseek-flash	
u00353	Gate Control:	闸门控制：	ok	deepseek-flash	
u00354	"Gathers vespene gas automatically.<n/>Limit of 1.<n/><c val=""00AA00"">Tip: It has commands to mine at other safer locations when threatened.</c><n/><s val=""IdleButtonCharge""><c val=""FF8000"">""It's basically an RC car with some mining gear attached.""<n/>                     --Dr. Andrew O'Neil</c></s>"	"自动采集瓦斯。<n/>上限为 1。<n/><c val=""00AA00"">提示：当受到威胁时，它可以被命令前往其他更安全的地点采矿。</c><n/><s val=""IdleButtonCharge""><c val=""FF8000"">“它基本上就是一辆装了采矿装备的遥控车。”<n/>                     --安德鲁·奥尼尔博士</c></s>"	ok	deepseek-flash	
u00355	"General-purpose infantry.<n/><n/><c val=""#ColorAttackInfo"">Can attack ground and air units.</c>"	"通用步兵。<n/><n/><c val=""#ColorAttackInfo"">可攻击地面和空中单位。</c>"	ok	deepseek-flash	
u00356	Geneweaver	织基因者	ok	deepseek-flash	
u00357	Ghost Commando	幽灵突击队	ok	deepseek-flash	
u00358	"Gives <d ref=""Behavior,SuitDummyTextReference,Modification.ResourceHarvestTimeBonus[Terrazine]"" precision=""1""/>% resistance to acid-based attacks and cold damage, <d ref=""Behavior,SuitDummyTextReference,Modification.ResourceHarvestTimeBonus[Vespene]"" precision=""1""/>% resistance to virulent creep, and slowing from extreme cold, adhesive acid, and impaling, as well as <d ref=""Behavior,SuitDummyTextReference,Modification.ResourceHarvestTimeBonus[Minerals]"" precision=""1""/>% resistance to parasites.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""This thing is airtight! Which was a problem before we thought to install an air supply...""<n/>                 --Dr Andrew O'Neil</c></s>"	"提供 <d ref=""Behavior,SuitDummyTextReference,Modification.ResourceHarvestTimeBonus[Terrazine]"" precision=""1""/>% 的酸性攻击与寒冷伤害抗性，<d ref=""Behavior,SuitDummyTextReference,Modification.ResourceHarvestTimeBonus[Vespene]"" precision=""1""/>% 的剧毒菌毯抗性，以及对极寒、黏性酸液和穿刺减速的抵抗，还有 <d ref=""Behavior,SuitDummyTextReference,Modification.ResourceHarvestTimeBonus[Minerals]"" precision=""1""/>% 的寄生虫抗性。<n/><s val=""IdleButtonCharge""><c val=""FF8000"">“这玩意儿是密封的！在我们想到要装空气供给之前，这可成了个问题……”<n/>                 --安德鲁·奥尼尔博士</c></s>"	warn	deepseek-flash	glossary?Vespene
u00359	Greater concentration of a specialized zombie strain detected.	检测到更高浓度的特化僵尸株系。	ok	deepseek-flash	
u00360	Grenades	手雷	ok	deepseek-flash	
u00361	Hangar door destroyed	机库门被摧毁	ok	deepseek-flash	
u00362	Hangars	机库	ok	deepseek-flash	
u00363	Hardened Shell	硬化外壳	ok	deepseek-flash	
u00364	Harvest Excavation Zone	采集挖掘区	ok	deepseek-flash	
u00365	"Has devastating melee attacks and a hardy, regenerating carapace. Can evolve into an Abomination.<n/><c val=""FFFF00"">Note: uses 16 supply, zombies will automatically be suicided if supply is not available</c>"	"拥有毁灭性的近战攻击和坚韧且能再生的甲壳。可进化为憎恶。<n/><c val=""FFFF00"">注意：占用 16 补给，若无可用补给，僵尸将自动自杀</c>"	ok	deepseek-flash	
u00366	Hazmat Suit Equipped	已装备防化服	ok	deepseek-flash	
u00449	"Shows all units in a large area.<n/>Limit of 8.<n/><c val=""EEEE00"">Note: It is disabled when on creep.<n/>Note: Radar area is visible to the zombie player.</c><n/><s val=""IdleButtonCharge""><c val=""FF8000"">""Oh God! They're about to reach us!""<n/>                 --Foreman Kim, mistaking local wildlife for zombie horde. Died of shock.</c></s>"	"显示大范围内的所有单位。<n/>上限 8。<n/><c val=""EEEE00"">注意：处于菌毯上时失效。<n/>注意：雷达区域对僵尸玩家可见。</c><n/><s val=""IdleButtonCharge""><c val=""FF8000"">“天哪！它们快冲到我们这了！”<n/>                 ——工头金，把当地野生动物误认成僵尸潮。惊吓而死。</c></s>"	ok	deepseek-flash	
u00450	Shut Down Power	关闭电力	ok	deepseek-flash	
u00451	Shut Gate	关闭闸门	ok	deepseek-flash	
u00452	Siege	攻城模式	ok	deepseek-flash	
u00453	Siege Tank	攻城坦克	ok	deepseek-flash	
u00454	Siphon Fuel	抽取燃料	ok	deepseek-flash	
u00455	Sire	陛下	ok	deepseek-flash	
u00456	"Slows zombies in an area. Less effective against Alpha Zombies.<n/><s val=""IdleButtonCharge""><c val=""FF8000"">""It'll blind whatever senses those things have left!""<n/>                 --Cpt. Parker</c></s>"	"减缓区域内僵尸的移动速度。对阿尔法僵尸效果较差。<n/><s val=""IdleButtonCharge""><c val=""FF8000"">“它能弄瞎那些东西仅存的感官！”<n/>                 ——帕克上尉</c></s>"	ok	deepseek-flash	
u00457	Spawn Drop Pod	生成空投舱	ok	deepseek-flash	
u00458	Spawn Geneweaver	生成织基因者	ok	deepseek-flash	
u00459	Spawn Hunter	生成猎手	ok	deepseek-flash	
u00460	Spawn Legion Zombie	生成军团僵尸	ok	deepseek-flash	
u00461	Spawn Oculus	生成眼魔	ok	deepseek-flash	
u00462	Spawn Zombies	生成僵尸	ok	deepseek-flash	
u00463	Spectre Mercenary	幽魂雇佣兵	ok	deepseek-flash	
